table_0.csv,table_1.csv,table_10.csv,table_11.csv,table_13.csv,table_14.csv,table_15.csv,table_16.csv,table_17.csv,table_2.csv,table_3.csv,table_4.csv,table_5.csv,table_6.csv,table_7.csv,table_8.csv
1.0,0.061377245508982034,0.0,0.0,0.0,0.0,0.0,0.00022348865795060902,0.0011219746754287546,0.061377245508982034,0.0013142763265976672,0.0,1.0230179028132993e-05,9.806613580198486e-05,0.0,0.0
0.061377245508982034,1.0,1.2666404894298852e-05,1.2666404894298852e-05,0.0,0.0,0.003790550070521862,0.00358887448908384,0.0044286979627989375,0.6715039577836411,0.005440531963125284,0.0,3.034471597345849e-05,0.0008640021745672708,0.0,0.0
0.0,1.2666404894298852e-05,1.0,1.0,0.044886613021214335,0.03373966428900955,4.555860545108714e-05,2.3126467085255722e-05,0.0002222123461179503,1.2666404894298852e-05,7.80248564899961e-05,0.0,0.008608238821085582,0.015580448065173115,0.004480950405877822,0.0
0.0,1.2666404894298852e-05,1.0,1.0,0.044886613021214335,0.03373966428900955,4.555860545108714e-05,2.3126467085255722e-05,0.0002222123461179503,1.2666404894298852e-05,7.80248564899961e-05,0.0,0.008608238821085582,0.015580448065173115,0.004480950405877822,0.0
0.0,0.0,0.044886613021214335,0.044886613021214335,1.0,0.06703691997411237,1.764793380512143e-05,2.2766078542970974e-05,0.00014041457402982305,0.0,0.00011291552914726192,0.0,0.051425220705606414,0.053675723375197146,0.019753958821828926,0.0
0.0,0.0,0.03373966428900955,0.03373966428900955,0.06703691997411237,1.0,8.171269815329302e-05,0.0001259710266638673,5.862351975612616e-05,0.0,0.0,0.0,0.009761910048328486,0.020627757139540282,0.0002377236410993168,0.0
0.0,0.003790550070521862,4.555860545108714e-05,4.555860545108714e-05,1.764793380512143e-05,8.171269815329302e-05,1.0,0.5245769540692989,0.003215864933672786,0.003348312626663142,0.0011747164866940767,0.0,0.00013926930040388097,0.0005898914063547393,0.0,0.0
0.00022348865795060902,0.00358887448908384,2.3126467085255722e-05,2.3126467085255722e-05,2.2766078542970974e-05,0.0001259710266638673,0.5245769540692989,1.0,0.003274487471526196,0.003488835725677831,0.0012492192379762648,0.0,0.00015039855617386073,0.0005878841596874265,0.0,0.0
0.0011219746754287546,0.0044286979627989375,0.0002222123461179503,0.0002222123461179503,0.00014041457402982305,5.862351975612616e-05,0.003215864933672786,0.003274487471526196,1.0,0.0044286979627989375,0.00420133454156026,0.0,0.00026384744158963535,0.0015175571715541365,0.0,0.0
0.061377245508982034,0.6715039577836411,1.2666404894298852e-05,1.2666404894298852e-05,0.0,0.0,0.003348312626663142,0.003488835725677831,0.0044286979627989375,1.0,0.005440531963125284,0.0,3.034471597345849e-05,0.0008640021745672708,0.0,0.0
0.0013142763265976672,0.005440531963125284,7.80248564899961e-05,7.80248564899961e-05,0.00011291552914726192,0.0,0.0011747164866940767,0.0012492192379762648,0.00420133454156026,0.005440531963125284,1.0,0.0,0.0005475501692842607,0.002853469078611312,0.00017151432859286787,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0230179028132993e-05,3.034471597345849e-05,0.008608238821085582,0.008608238821085582,0.051425220705606414,0.009761910048328486,0.00013926930040388097,0.00015039855617386073,0.00026384744158963535,3.034471597345849e-05,0.0005475501692842607,0.0,1.0,0.1326930504123407,0.0006690942779572037,0.0
9.806613580198486e-05,0.0008640021745672708,0.015580448065173115,0.015580448065173115,0.053675723375197146,0.020627757139540282,0.0005898914063547393,0.0005878841596874265,0.0015175571715541365,0.0008640021745672708,0.002853469078611312,0.0,0.1326930504123407,1.0,0.00039447484753234066,0.0
0.0,0.0,0.004480950405877822,0.004480950405877822,0.019753958821828926,0.0002377236410993168,0.0,0.0,0.0,0.0,0.00017151432859286787,0.0,0.0006690942779572037,0.00039447484753234066,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
